Date,equity,bond,gold,cash
2022-07-01,8077.89013671875,90.61698150634766,168.32000732421875,77.34586334228516
2022-07-05,8092.14990234375,90.95052337646484,164.75,77.34586334228516
2022-07-06,8121.2099609375,90.17814636230469,162.13999938964844,77.34586334228516
2022-07-07,8243.6904296875,89.62516021728516,162.22999572753906,77.34586334228516
2022-07-08,8237.5,89.08097839355469,162.3000030517578,77.33740997314453
2022-07-11,8142.68017578125,89.78313446044922,161.42999267578125,77.34586334228516
2022-07-12,8067.56005859375,89.99378967285156,160.8300018310547,77.33740997314453
2022-07-13,8031.759765625,90.3800048828125,161.60000610351562,77.33740997314453
2022-07-14,8008.7099609375,89.87969207763672,159.3300018310547,77.34586334228516
2022-07-15,8162.5,90.18689727783203,159.00999450683594,77.33740997314453
2022-07-18,8094.22998046875,89.92359924316406,159.16000366210938,77.33740997314453
2022-07-19,8318.2001953125,89.51107025146484,159.5399932861328,77.33740997314453
2022-07-20,8367.3701171875,89.42327880859375,158.0399932861328,77.33740997314453
2022-07-21,8450.6396484375,90.4414291381836,160.27000427246094,77.36277770996094
2022-07-22,8371.8701171875,91.4771728515625,160.6699981689453,77.37123107910156
2022-07-25,8382.8798828125,91.15240478515625,160.22999572753906,77.36277770996094
2022-07-26,8286.1904296875,91.18750762939453,160.0399932861328,77.36277770996094
2022-07-27,8503.01953125,91.371826171875,161.6699981689453,77.36277770996094
2022-07-28,8607.240234375,92.27590942382812,163.63999938964844,77.37123107910156
2022-07-29,8730.4599609375,92.31100463867188,164.10000610351562,77.37969970703125
2022-08-01,8705.8701171875,92.85089111328125,165.02999877929688,77.38563537597656
2022-08-02,8647.91015625,91.5671615600586,164.0500030517578,77.39409637451172
2022-08-03,8783.2802734375,91.94526672363281,164.4499969482422,77.38563537597656
2022-08-04,8777.23046875,92.41124725341797,167.1699981689453,77.40257263183594
2022-08-05,8764.080078125,91.07477569580078,165.2899932861328,77.4195327758789
2022-08-08,8753.3896484375,91.61112213134766,166.69000244140625,77.42797088623047
2022-08-09,8716.75,91.33854675292969,167.1999969482422,77.4195327758789
2022-08-10,8902.7197265625,91.39131164550781,166.77999877929688,77.42797088623047
2022-08-11,8898.83984375,90.78461456298828,166.33999633789062,77.42797088623047
2022-08-12,9054.1396484375,91.14511108398438,167.8699951171875,77.44490814208984
2022-08-15,9090.3603515625,91.43526458740234,165.7100067138672,77.43645477294922
2022-08-16,9107.8701171875,91.32975769042969,165.4199981689453,77.44490814208984
2022-08-17,9043.58984375,90.71426391601562,164.35000610351562,77.44490814208984
2022-08-18,9065.490234375,90.8901138305664,163.9199981689453,77.47879028320312
